75,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
76,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0
77,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0
78,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0
79,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
80,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0
81,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0
82,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0
83,1,1,1,1,0,0,1,1,0,1,0,1,1,0,0,1,0
84,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0
85,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0
86,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
87,1,0,1,1,1,0,0,0,1,1,1,0,1,0,0,1,0
88,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0
89,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0
90,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1
91,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0
92,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1
93,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0
94,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
95,1,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1
96,0,1,1,1,0,1,1,0,0,1,1,1,0,0,0,1,0
97,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0
98,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1
99,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
100,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1
101,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
102,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1
103,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1
104,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1
105,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1
106,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1
107,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1
108,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1
109,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1
110,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
111,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1
112,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1
113,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1
114,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
115,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1
116,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1
117,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0
118,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1
119,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
120,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
121,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
122,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1
123,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1
124,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1
125,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1
126,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0
127,1,0,1,0,0,1,0,1,1,1,0,1,1,0,1,1,1
128,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1
129,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,1,1
130,0,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1
131,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1
132,1,0,1,0,1,0,1,1,1,0,0,1,1,0,0,1,0
133,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1
134,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
135,0,1,1,0,0,1,1,1,1,1,0,1,1,1,0,1,1
136,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,1
137,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
138,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1
139,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,0,1
140,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,1,1
141,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,1,0
142,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1
143,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1
144,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0
145,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0
146,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
147,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
148,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
149,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1
150,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1
151,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0
152,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
153,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1
154,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
155,1,1,1,0,0,0,1,1,0,1,0,1,1,0,0,1,0
156,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1
157,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1
158,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0
159,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1
160,1,0,1,0,1,0,1,0,0,1,1,1,0,1,0,1,0
161,1,1,1,0,0,0,1,1,1,1,0,1,1,0,1,1,1
162,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0
163,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1
164,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0
165,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1
166,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1
167,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0
168,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1
169,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1
170,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0
171,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,1,1
172,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,0
173,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0
174,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1
175,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0
176,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
177,0,0,1,1,1,0,1,0,0,1,1,1,0,1,0,0,1
178,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0
179,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1
180,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0
181,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1
182,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1
183,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1
184,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
185,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
186,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
187,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1
188,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0
189,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1
190,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1
191,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1
192,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
193,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0,1,1
194,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1
195,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1
196,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1
197,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1
198,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
199,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,1,1
200,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1
201,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1
202,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
203,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1
204,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0
205,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1
206,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0
207,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1
208,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1
209,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1
210,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
211,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1
212,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1
213,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1
214,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0
215,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1
216,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
217,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0
218,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
219,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,1,1
220,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0
221,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0
222,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1
223,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1
224,1,1,1,1,0,0,1,1,0,1,0,1,1,0,1,1,1
225,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,0
226,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
227,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1
228,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1
229,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1
230,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1
231,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0
232,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0
233,1,1,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1
234,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1
235,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
236,0,0,1,0,0,1,1,1,0,1,0,1,1,0,0,1,1
237,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1
238,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0
239,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
240,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
241,0,1,1,0,0,0,1,1,0,1,1,1,1,0,0,1,0
242,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
243,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,1,1
244,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,1,1
245,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1
246,0,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0
247,0,1,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0
248,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1
249,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1
250,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1
251,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
252,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1
253,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0,1,0
254,0,0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1
255,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0
256,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1
257,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1
258,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1
259,1,0,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1
260,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1
261,1,1,1,0,0,0,1,1,1,1,0,1,0,1,0,1,0
262,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1
263,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0
264,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
265,1,0,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1
266,1,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1
267,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1
268,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
269,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
270,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1
271,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1
272,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1
273,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1
274,0,1,1,0,0,1,1,1,0,1,0,1,1,1,0,1,1
275,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1
276,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
277,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
278,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1
279,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1
280,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1
281,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1
282,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1
283,0,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1
284,0,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,0
285,0,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,0
286,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1
287,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0
288,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0
289,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
290,0,0,1,1,0,0,1,1,1,1,0,0,1,0,0,1,0
291,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0
292,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1
293,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1
294,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1
295,0,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,1
296,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0
297,1,1,1,0,0,1,1,0,1,1,0,1,1,0,1,1,1
298,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0
299,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1
300,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0
301,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0
302,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1
303,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,1,1
304,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0
305,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0
306,1,0,1,0,0,1,1,1,0,1,0,1,1,0,0,1,0
307,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1
308,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1
309,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0
310,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1
311,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0
312,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1
313,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0
314,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0
315,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1
316,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
317,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0
318,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1
319,0,0,1,1,1,0,0,1,1,1,1,0,0,1,0,1,0
320,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0
321,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0
322,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1
323,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1
324,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1
325,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0
326,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1
327,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0
328,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0
329,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0
330,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0
331,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,1
332,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,1,0
333,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1
334,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0
335,0,0,1,1,0,1,0,1,1,0,1,1,1,0,1,1,0
336,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1
337,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1
338,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1
339,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1
340,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
341,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
342,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1
343,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1
344,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1
345,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1
346,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0
347,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0
348,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
349,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0
350,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1
351,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1
352,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
353,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
354,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1
355,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1
356,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0,0,1
357,1,0,1,1,0,1,0,1,0,1,1,1,0,0,0,1,0
358,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1
359,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1
360,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1
361,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
362,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0
363,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,1
364,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1
365,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1
366,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1
367,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1
368,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1
369,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0
370,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
371,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0
372,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0
373,1,0,1,1,0,0,1,0,1,0,1,1,1,0,0,1,0
374,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1
375,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0
376,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0
377,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1
378,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,1,0
379,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1
380,1,0,1,1,1,0,1,0,0,1,0,0,1,1,0,1,0
381,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
382,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1
383,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1
384,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1
385,0,1,1,1,0,0,0,1,1,1,1,0,1,0,0,1,0
386,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1
